AcedamicpercentageinOperating Systems,percentageinAlgorithms,PercentageinProgrammingConcepts,PercentageinSoftwareEngineering,PercentageinComputerNetworks,hackathons,codingskillsrating,certifications,talentteststaken,olympiads,memorycapabilityscore,Interestedsubjects,Typeofcompanywanttosettlein,ManagementorTechnical,workedinteamsever,SuggestedJobRole
86,67,76,75,81,1,9,machine learning,yes,yes,excellent,cloud computing,Cloud Services,Technical,no,Applications Developer
72,65,71,81,76,4,2,full stack,yes,no,excellent,parallel computing,Service Based,Management,no,Database Manager
67,84,73,69,94,2,3,python,no,no,poor,hacking,BPA,Management,yes,Portal Administrator
61,64,72,67,85,5,6,information security,no,yes,excellent,Software Engineering,Sales and Marketing,Technical,yes,Project Manager
71,71,83,77,73,1,9,machine learning,no,no,excellent,Computer Architecture,Product based,Management,yes,Systems Security Administrator
83,88,74,63,79,6,3,shell programming,no,no,medium,networks,Testing and Maintainance Services,Management,yes,Data Architect
81,89,65,94,85,0,3,hadoop,yes,yes,excellent,hacking,SAaS services,Technical,yes,Information Technology Manager
83,65,84,80,82,0,2,information security,no,yes,poor,parallel computing,BPA,Management,yes,Systems Security Administrator
64,86,65,67,69,0,2,r programming,no,no,excellent,Software Engineering,Product based,Management,no,Systems Security Administrator
66,72,72,70,61,3,3,machine learning,no,no,poor,Software Engineering,SAaS services,Technical,no,Network Security Administrator
83,81,61,81,79,6,6,full stack,yes,no,poor,parallel computing,Cloud Services,Technical,yes,Database Administrator
71,89,91,88,84,5,9,hadoop,yes,yes,excellent,cloud computing,BPA,Management,yes,Network Engineer
93,81,63,85,66,5,6,python,yes,no,poor,programming,Service Based,Technical,yes,Systems Analyst
75,66,85,74,74,5,5,machine learning,yes,no,poor,Management,Testing and Maintainance Services,Technical,no,CRM Business Analyst
69,92,80,85,86,1,2,distro making,no,no,poor,Software Engineering,Web Services,Technical,yes,Network Security Administrator
71,75,79,83,75,6,8,python,yes,yes,medium,networks,BPA,Technical,no,CRM Technical Developer
62,75,67,63,89,3,9,distro making,yes,no,excellent,networks,Web Services,Technical,no,Systems Security Administrator
73,74,92,71,67,2,4,information security,no,yes,poor,data engineering,product development,Management,no,Software Quality Assurance (QA) / Testing
73,68,82,88,61,3,2,python,yes,no,poor,hacking,Service Based,Management,no,Business Systems Analyst
85,67,68,60,80,3,4,shell programming,no,yes,excellent,networks,product development,Management,yes,Information Technology Manager
81,82,83,86,70,4,3,hadoop,yes,yes,excellent,networks,Sales and Marketing,Technical,no,Information Technology Manager
88,74,83,80,71,4,4,shell programming,no,no,medium,parallel computing,Cloud Services,Management,no,UX Designer
82,66,89,70,72,1,5,r programming,no,yes,medium,Computer Architecture,Service Based,Management,yes,CRM Business Analyst
81,80,70,90,88,2,9,r programming,no,yes,medium,Software Engineering,Product based,Technical,yes,CRM Technical Developer
64,61,63,84,63,1,1,r programming,no,no,poor,hacking,Service Based,Technical,no,Information Technology Auditor
67,90,66,63,87,6,7,distro making,yes,yes,poor,cloud computing,product development,Technical,yes,Database Developer
86,86,62,62,60,2,8,machine learning,no,no,medium,Management,BPA,Management,yes,E-Commerce Analyst
68,86,73,88,94,4,4,machine learning,yes,no,excellent,hacking,product development,Management,yes,Systems Security Administrator
63,78,92,84,89,0,2,full stack,no,no,poor,data engineering,Sales and Marketing,Management,no,Information Security Analyst
66,67,77,90,70,4,1,r programming,yes,yes,medium,data engineering,SAaS services,Management,no,Database Developer
62,78,75,82,69,4,4,shell programming,yes,no,poor,hacking,Finance,Management,yes,Information Security Analyst
64,84,90,86,83,4,2,app development,no,no,poor,cloud computing,Finance,Technical,no,Network Security Administrator
71,80,84,92,66,5,1,r programming,no,no,medium,networks,Product based,Management,no,Technical Support
60,61,79,90,66,3,7,full stack,no,yes,poor,data engineering,Testing and Maintainance Services,Management,no,Data Architect
83,61,93,81,76,3,5,machine learning,yes,no,excellent,hacking,product development,Management,no,CRM Business Analyst
73,88,69,71,81,1,3,information security,no,yes,medium,cloud computing,BPA,Management,no,Programmer Analyst
90,75,88,84,75,4,6,r programming,yes,yes,excellent,networks,Service Based,Management,no,Information Technology Manager
72,67,85,81,79,4,4,full stack,yes,no,medium,Software Engineering,Sales and Marketing,Technical,no,Systems Analyst
65,68,80,65,85,6,4,machine learning,no,yes,excellent,hacking,BPA,Technical,yes,Technical Support
65,88,61,72,74,6,8,information security,no,yes,excellent,cloud computing,Cloud Services,Management,yes,Systems Security Administrator
90,60,87,65,75,2,7,app development,yes,yes,excellent,Computer Architecture,Web Services,Technical,no,Web Developer
67,81,80,76,82,0,1,full stack,no,yes,medium,networks,BPA,Technical,yes,Systems Security Administrator
77,93,61,65,74,6,9,hadoop,no,no,poor,Computer Architecture,Web Services,Technical,no,Database Developer
88,94,73,87,64,4,9,machine learning,yes,no,poor,programming,Cloud Services,Technical,no,Software Systems Engineer
72,84,78,92,93,6,2,shell programming,yes,yes,medium,programming,Finance,Technical,yes,Mobile Applications Developer
83,79,88,75,62,0,1,shell programming,no,no,poor,IOT,Testing and Maintainance Services,Management,yes,Technical Engineer
89,89,74,66,69,2,7,information security,yes,yes,poor,hacking,BPA,Technical,yes,Systems Analyst
72,63,74,68,69,3,2,python,yes,no,excellent,hacking,Testing and Maintainance Services,Technical,no,Software Systems Engineer
69,60,77,94,70,4,2,app development,no,no,poor,networks,Sales and Marketing,Management,yes,Software Developer
60,91,61,88,85,1,7,python,no,yes,poor,programming,Testing and Maintainance Services,Management,no,Technical Engineer
68,67,89,94,83,5,8,full stack,no,no,excellent,Software Engineering,Web Services,Technical,no,Database Developer
78,88,77,67,86,1,8,python,yes,no,medium,networks,Testing and Maintainance Services,Management,no,Portal Administrator
78,62,71,84,83,2,3,full stack,no,yes,excellent,hacking,SAaS services,Technical,yes,Project Manager
78,78,67,71,78,1,6,distro making,no,no,medium,parallel computing,Cloud Services,Technical,yes,Network Engineer
65,76,70,91,70,0,5,distro making,yes,no,excellent,cloud computing,Product based,Management,no,Business Intelligence Analyst
91,84,61,86,79,5,5,machine learning,yes,yes,excellent,hacking,Service Based,Management,no,Business Systems Analyst
78,83,83,63,80,3,5,r programming,no,no,poor,cloud computing,Web Services,Technical,no,Systems Analyst
70,78,71,69,68,6,1,shell programming,no,yes,excellent,programming,Product based,Management,no,E-Commerce Analyst
78,76,88,88,64,1,8,distro making,yes,yes,poor,parallel computing,Service Based,Management,yes,Design & UX
94,93,88,66,91,6,8,python,yes,yes,excellent,parallel computing,SAaS services,Technical,yes,Technical Services/Help Desk/Tech Support
88,86,62,77,93,5,3,machine learning,no,no,medium,programming,Web Services,Technical,no,Data Architect
80,87,93,73,64,3,5,shell programming,yes,yes,poor,Software Engineering,Testing and Maintainance Services,Management,yes,Project Manager
61,78,87,91,62,5,8,hadoop,no,yes,excellent,programming,BPA,Technical,yes,Mobile Applications Developer
69,60,61,67,76,5,9,python,yes,yes,excellent,data engineering,Testing and Maintainance Services,Management,no,CRM Business Analyst
64,87,64,77,60,0,6,machine learning,yes,no,poor,parallel computing,BPA,Technical,no,Applications Developer
94,76,61,90,71,1,1,full stack,yes,yes,excellent,programming,SAaS services,Technical,yes,Applications Developer
75,79,74,93,74,0,7,shell programming,no,yes,poor,parallel computing,Sales and Marketing,Technical,no,Business Intelligence Analyst
94,82,91,79,66,5,3,r programming,yes,no,poor,Management,Cloud Services,Management,no,Technical Support
67,89,86,88,81,0,8,r programming,no,yes,excellent,parallel computing,Product based,Management,no,Information Technology Auditor
65,77,76,74,86,4,3,information security,yes,yes,medium,programming,Sales and Marketing,Technical,no,Software Quality Assurance (QA) / Testing
94,80,64,63,89,5,5,hadoop,no,yes,excellent,data engineering,Web Services,Technical,no,Database Developer
69,85,84,90,93,0,6,distro making,no,no,excellent,data engineering,product development,Technical,yes,Mobile Applications Developer
76,71,71,75,90,5,4,r programming,yes,yes,excellent,Computer Architecture,Testing and Maintainance Services,Technical,no,Software Systems Engineer
66,63,75,70,91,5,5,machine learning,no,no,poor,data engineering,SAaS services,Technical,no,Software Developer
62,67,65,61,64,3,9,full stack,no,no,poor,data engineering,Cloud Services,Technical,no,Web Developer
79,88,74,91,72,5,4,machine learning,no,no,poor,networks,SAaS services,Management,yes,Applications Developer
92,79,80,60,83,0,8,full stack,no,no,medium,IOT,Web Services,Management,no,Applications Developer
77,91,60,86,84,2,3,shell programming,no,no,medium,hacking,Product based,Technical,no,Network Engineer
90,75,67,65,76,5,5,distro making,no,yes,excellent,IOT,BPA,Management,no,Database Manager
77,75,72,64,71,0,8,machine learning,no,yes,poor,cloud computing,Sales and Marketing,Technical,yes,Database Manager
72,88,68,73,65,3,4,full stack,yes,no,poor,parallel computing,SAaS services,Technical,yes,Systems Analyst
94,94,94,68,77,5,8,hadoop,no,no,medium,IOT,product development,Technical,yes,Quality Assurance Associate
89,92,93,90,60,4,6,shell programming,no,no,poor,IOT,Finance,Technical,yes,Data Architect
68,83,83,62,61,6,1,python,yes,yes,poor,data engineering,Product based,Technical,no,Network Security Administrator
89,82,60,83,89,6,3,shell programming,no,no,poor,Computer Architecture,Sales and Marketing,Technical,no,Information Technology Auditor
90,63,73,90,91,5,7,distro making,no,no,medium,networks,Sales and Marketing,Technical,yes,Business Intelligence Analyst
91,87,64,84,63,0,9,r programming,no,no,poor,networks,Product based,Technical,yes,Data Architect
67,75,82,81,92,5,3,r programming,no,no,medium,data engineering,Product based,Technical,no,Software Quality Assurance (QA) / Testing
64,85,65,77,80,2,3,r programming,yes,yes,excellent,data engineering,Web Services,Technical,yes,Business Intelligence Analyst
61,88,66,86,60,1,7,hadoop,no,yes,excellent,cloud computing,Cloud Services,Management,yes,Quality Assurance Associate
78,85,65,86,80,6,3,machine learning,yes,no,medium,networks,Testing and Maintainance Services,Management,no,Software Systems Engineer
94,94,81,74,92,4,1,shell programming,yes,yes,medium,networks,Finance,Management,yes,CRM Technical Developer
76,92,73,70,60,4,6,app development,yes,yes,excellent,data engineering,Cloud Services,Technical,yes,Technical Services/Help Desk/Tech Support
83,62,63,87,81,2,9,python,yes,no,excellent,programming,BPA,Technical,yes,Information Security Analyst
65,67,91,62,88,3,4,python,yes,no,poor,IOT,SAaS services,Technical,yes,Data Architect
88,76,80,94,89,0,5,app development,yes,yes,poor,programming,Sales and Marketing,Management,yes,CRM Technical Developer
63,86,69,67,86,3,5,full stack,no,no,poor,cloud computing,Product based,Technical,yes,Technical Support
70,78,61,85,90,0,9,information security,yes,yes,excellent,cloud computing,product development,Technical,no,Project Manager
65,81,92,61,64,1,7,full stack,no,no,excellent,Computer Architecture,Product based,Management,no,Network Security Administrator
66,91,62,64,62,0,6,machine learning,yes,yes,excellent,Computer Architecture,Web Services,Management,yes,Network Security Administrator
92,75,91,82,75,5,5,hadoop,yes,yes,excellent,Management,Sales and Marketing,Technical,yes,Software Engineer
84,79,79,77,72,5,5,distro making,yes,yes,medium,data engineering,Product based,Technical,no,Technical Support
77,81,85,60,73,6,6,distro making,yes,no,medium,Computer Architecture,BPA,Management,yes,Web Developer
66,85,79,63,88,1,7,distro making,no,yes,medium,cloud computing,Product based,Management,no,CRM Technical Developer
84,79,92,63,91,3,7,full stack,yes,yes,excellent,networks,SAaS services,Technical,yes,Programmer Analyst
64,61,76,66,80,4,1,distro making,yes,no,excellent,networks,Sales and Marketing,Management,no,Business Intelligence Analyst
79,94,61,71,88,3,7,python,no,yes,poor,data engineering,BPA,Management,no,Technical Engineer
86,74,85,90,67,2,2,hadoop,yes,yes,excellent,data engineering,product development,Management,no,Network Engineer
65,82,60,83,84,6,3,information security,yes,no,medium,parallel computing,Finance,Management,yes,Applications Developer
81,64,85,93,69,2,7,distro making,yes,yes,excellent,networks,product development,Management,no,Systems Analyst
72,87,67,74,65,6,9,machine learning,yes,yes,medium,cloud computing,BPA,Technical,yes,Software Engineer
60,75,68,93,65,1,9,hadoop,yes,no,medium,Management,BPA,Management,no,Business Systems Analyst
70,66,80,89,73,0,7,machine learning,yes,yes,excellent,programming,SAaS services,Technical,yes,Data Architect
68,65,64,83,87,2,1,information security,no,yes,medium,cloud computing,Service Based,Management,no,Project Manager
61,84,81,75,86,1,4,shell programming,no,yes,excellent,parallel computing,Product based,Management,no,Business Intelligence Analyst
79,64,90,80,81,0,8,information security,yes,no,poor,programming,Finance,Technical,yes,Portal Administrator
68,81,75,67,82,5,1,full stack,no,no,excellent,networks,BPA,Management,yes,Business Systems Analyst
78,75,91,63,64,3,5,distro making,yes,no,excellent,hacking,SAaS services,Management,yes,Technical Services/Help Desk/Tech Support
74,71,85,68,68,5,2,r programming,yes,yes,poor,Computer Architecture,product development,Technical,no,E-Commerce Analyst
82,83,66,82,66,3,7,full stack,yes,no,poor,Management,SAaS services,Technical,yes,E-Commerce Analyst
71,75,64,82,69,4,2,machine learning,yes,no,medium,networks,Product based,Technical,yes,CRM Business Analyst
82,65,64,73,80,4,1,shell programming,no,yes,excellent,data engineering,product development,Technical,no,Business Intelligence Analyst
65,74,75,73,90,6,2,r programming,no,yes,excellent,Management,Testing and Maintainance Services,Management,yes,Quality Assurance Associate
74,85,90,87,94,5,3,python,no,yes,excellent,Software Engineering,product development,Technical,yes,Systems Security Administrator
60,85,68,90,76,4,9,full stack,no,no,medium,cloud computing,Sales and Marketing,Technical,yes,Software Systems Engineer
81,68,76,88,73,3,2,distro making,no,yes,medium,programming,Product based,Technical,yes,Systems Security Administrator
64,73,82,90,90,4,6,r programming,no,no,excellent,Management,SAaS services,Management,yes,Data Architect
73,91,94,80,73,1,6,shell programming,no,no,excellent,networks,BPA,Technical,yes,Technical Services/Help Desk/Tech Support
